FieldName,DataType
MOVDAT,DATS
C_DATEFROM,DATS
CAMPAIGN_START,DATS
DATE_DOC_PG,DATS
DAMTDATE_CN,DATS
LOGOFFDAT,DATS
SD_MIG,DATS
NEW_CHANGED_TO,DATS
UBS14,DATS
POSTDATE_ACT,DATS
G2_MNDATEADO,DATS
REP_DATE_TO,DATS
AGIDT,DATS
DL_SCHED_VL_FROM,DATS
FRN_RED_SUBM,DATS
SAVEDATE,DATS
SC_BEGDA,DATS
DEATHDTTO,DATS
SEL_END,DATS
ABSENCE_TO_A02,DATS
POS_VALUEDATE,DATS
DRMBLLDTTO,DATS
VALIDDFROM,DATS
P2197,DATS
ETXDAT,DATS
F_DATUM_TO,DATS
VVDWPER,DATS
ED30P,DATS
EODATUV,DATS
CREATIONDATE,DATS
UTD22,DATS
GSTRS_,DATS
DE_EX_DATE8,DATS
XML_GEN_DATE,DATS
CLOSED_DATE,DATS
SETTLE_DATE,DATS
DTDIMI,DATS
LSC_DATE,DATS
PDATF,DATS
PLVALIDFROM,DATS
ABSCHLL,DATS
ED_MIG,DATS
ENT07,DATS
DATDEFSTAT,DATS
PCL2_BEG,DATS
WORKSHOP_INSP_DATE,DATS
RRENDSEMAKT,DATS
CHANGE_DATE_R3,DATS
DBISANRT,DATS
LARGEST_MAX_DATE,DATS
ERLST_CMPLTN_DT,DATS
G3_LIC2_VALTO,DATS
REFRDATE,DATS
GHO_TO_DATE,DATS
INDDA,DATS
STE,DATS
ODT21,DATS
PS_WHERE_DATE,DATS
COVBEG_DT,DATS
CR_DATE_CHANGED,DATS
P_ERDAT,DATS
RO_DBERBIS,DATS
EXP_ACC_DATE,DATS
LED,DATS
STRTDAT,DATS
APOSGUEBIS,DATS
REDUCTION_END_DATE,DATS
N2LAPATGEB,DATS
STOPD,DATS
SRC_DOC_DATE,DATS
DECL_DATE_TO,DATS
UPPER_BOUNDARY_RECORD_FOLDER_E,DATS
DAB_SH,DATS
SEN03,DATS
BEGDA_1002,DATS
DVKMAX,DATS
RULE_VALID_UNTIL,DATS
UNV50,DATS
OIFUTDATE,DATS
LAST_FULL_DATE,DATS
EXERD,DATS
BEGV3,DATS
OOEND,DATS
ENTL_DATE,DATS
GJBEG,DATS
NWCH_STDAT,DATS
GBDAT,DATS
FIN_VALUATDAT,DATS
ENDDI,DATS
DATE_YEAR_TO,DATS
FACDT,DATS
REPL_DATE,DATS
DATE,DATS
SAFBG13,DATS
DFREI_PI,DATS
DRFIN,DATS
OBJ_PERF_DATE,DATS
TEDATE,DATS
VFDATE,DATS
_DATAAGING,DATS
DABRBZ,DATS
ANV40,DATS
ESTRT,DATS
UBS19,DATS
UEBERGABE_DAT,DATS
FOLLOW_UP_DT,DATS
COLI_DATE,DATS
OBJECT_ADATU,DATS
OIU_NEXT_RDT_DT,DATS
CDDATFRM,DATS
RFDA1,DATS
ENDDA_0105,DATS
REQ_END,DATS
TARED,DATS
ZUZ_BUDAT,DATS
SSTRT,DATS
DCS,DATS
CR_ON,DATS
WEEK_END,DATS
LAST_CHECK_DATE,DATS
INTFROMD,DATS
MAKEDATE,DATS
AS4DATE,DATS
SEN05,DATS
DATE_OF_RATES,DATS
TO_D,DATS
PLARDAT,DATS
POM,DATS
DEDUCTBEGIN,DATS
ENDDA5,DATS
A_DATUM,DATS
FIN_DBUPDDATE,DATS
EAMS_REF_DATE,DATS
PLSLT,DATS
BUDAT8,DATS
PAYMENT_DATE_OPTION_CALL,DATS
TTMDAT_PR,DATS
COMMDAT,DATS
EETRF,DATS
EXDT,DATS
USERDATEFIELD1,DATS
NEXDT,DATS
DATRE,DATS
RGDATE,DATS
PP_DLDT_TO,DATS
CMP_ITEM_VALID_TO,DATS
UMMAT_VFDAT,DATS
SCDO4,DATS
CNMEASVALIDTO,DATS
LAST_DUNNING_NOTICE_DATE,DATS
IE_DUEDATE,DATS
DAT_KEY,DATS
DTENM,DATS
APPRAISAL_TO_DATE,DATS
POSDAT,DATS
IF_DATE_TODAY,DATS
BILL_SEND_DATE,DATS
VL_DT,DATS
UPDATED,DATS
PRODDISCONDATE,DATS
WB_DATE,DATS
VALIDFR,DATS
RES_UPTO,DATS
CYCDATE,DATS
GUELTIG_BIS_OBJ,DATS
DE_EX_DATE18,DATS
CONTCOUNT_TO,DATS
DATUM_LFZ_OLD,DATS
COMM_TRI_DATE,DATS
SETORDERDATE,DATS
BCDA2,DATS
ZLOW,DATS
DATEFROM_A,DATS
CERTDATE,DATS
INSPECTION_ENDS_ON_DATE,DATS
VALITY_FROM,DATS
U_BEGDA,DATS
CFINT,DATS
SHIND,DATS
ECONF_DATE,DATS
ORIG_ANNV_DATE,DATS
DSTART_DATE_INS,DATS
RRGNDA,DATS
SEN06,DATS
INRDT,DATS
DEFBG,DATS
RI_BEGDT,DATS
INH_DSD,DATS
PERFDATE,DATS
NTREJECTEDON,DATS
PDAT_OLD,DATS
WEBREQ_CD,DATS
DFESTSI,DATS
PFROMRO,DATS
LAST_DATE_COLL,DATS
ALLGBDAT,DATS
ERNDT,DATS
WFEND,DATS
BOOK31,DATS
CKBEG,DATS
BUSI_BEG_CTR,DATS
OIUT2_DATE,DATS
BUSI_END_DATE_DESC,DATS
REDAT,DATS
POSTING_DATE_ADD_ON_COSTS,DATS
HORIZON,DATS
GEBBER,DATS
CIDAT,DATS
BEGDS,DATS
ZUORDDATABR,DATS
DATEA,DATS
DAT14,DATS
STARTDATE,DATS
PABEG12,DATS
STARTDATETEX,DATS
SYSTEM_STD_CODE_EXPIRAT_DATE,DATS
VALIDFROMD,DATS
BEGPK,DATS
P0003_BDER1,DATS
FOUDF1,DATS
N42_EQARR_REC_POINT,DATS
POSTDATE_FROM,DATS
VAL_VALID_FROM,DATS
BANK_STATEMENT_DATE,DATS
PORTIONDAT,DATS
MMSTD_PL,DATS
RECISVALIDTO,DATS
COP_KEY_DATE,DATS
CNVDATE,DATS
BTEDT,DATS
SPAPPR_DAT,DATS
DZUFA,DATS
LAEDAA,DATS
GLTRS,DATS
SPASD,DATS
SHBIS,DATS
SETTLEMENT_DAY,DATS
BILLFROM,DATS
YHSWABFD,DATS
FAEDN_SEL,DATS
SGADT,DATS
CCRDT,DATS
UMRECHDAT,DATS
MADAT_ID,DATS
START_DATE_SRV,DATS
BNDDTK,DATS
BEPRO,DATS
S_OIDATFM1,DATS
VALIDFRM,DATS
SEARCH_MODE_LAST_DATE,DATS
ADJ_REG_DATE,DATS
DATE_BEGIN_REQ,DATS
PO_DOC_DATE,DATS
ERPRN,DATS
WI_AED_HD,DATS
FIREDT,DATS
VZZBI,DATS
SCHEDULE_LINES_CUMULATED_QUANT,DATS
BLDAT_BIS,DATS
P_GA_DATE,DATS
DPUDT,DATS
PRD_START_DATE,DATS
AUDATS,DATS
SNAPSHOT_DATE,DATS
P2193,DATS
SCHDATUM_TO,DATS
DATE_OF_AMS,DATS
DERF_PI,DATS
NTPER_O,DATS
DVALUT_SP,DATS
CONDVALIDTO_BD01,DATS
APYDT,DATS
MFGORDERPLANNEDSTATUSDATE,DATS
DISPO_PD_END,DATS
EXT_TAX_DATE,DATS
ENDE_GEN,DATS
ACTUAL_MI_DATE,DATS
N1GUELT_AB,DATS
RDATIV,DATS
LIMIT_VALID_FROM,DATS
VDT10,DATS
DATLEIHE,DATS
PUBLISHED_AT,DATS
DTTRANSFER,DATS
X00GARBAB,DATS
GUELTIGVONPRE,DATS
STARTTREAT12,DATS
ENDDA_OZ,DATS
SEL_START_DAT,DATS
GHO_CHG_ON,DATS
SBAUD,DATS
DDARC,DATS
AUGDT1,DATS
TRIP_INITDATE_EN,DATS
OCEND04,DATS
BANK_DATE_FROM,DATS
WBS_SCD_BASIC_START_DATE,DATS
UPDATE_DAT,DATS
QUODA,DATS
PROV_CLOSE_DATE,DATS
DGUELB03,DATS
FILEDATE,DATS
L_DATUM_T,DATS
HOME_FROM,DATS
HIER_KEY_DATE,DATS
N21_ST_REG_DATE,DATS
PAPER,DATS
ADT16,DATS
SUMMARY_DATE,DATS
NTADT,DATS
PRDBEG,DATS
VDATU_O,DATS
EN_DATE,DATS
EINLD,DATS
VSSAVD,DATS
FAEDS,DATS
O_FDTAG,DATS
VALFROM_DATE,DATS
N3BG_VON1,DATS
PEDD20,DATS
CMCANCDATE,DATS
MELDDATUM,DATS
EINDTB,DATS
SERV_ENDDATE,DATS
LOWER_BOUNDARY_RECORD_FOLDER_S,DATS
VALIDITY_TO,DATS
VERDA,DATS
FRGDTP,DATS
STATUSDATE,DATS
ACBWFMISTARTDATE,DATS
VALFR,DATS
ZINBG16,DATS
SEL_FROM_DATE,DATS
POEXPDAT,DATS
OCBEG15,DATS
APPLICATION_DATE,DATS
DREJECT,DATS
STMD1,DATS
RNNOTDATE,DATS
DJAKN,DATS
DSPERR_AD,DATS
CRVAL,DATS
DAT01P,DATS
J_3GSTART,DATS
NEXT_ADJUSTMENT_DATE,DATS
LOG_EXEC_DATE,DATS
CI_ISSUE_DATE,DATS
COMP_EXPORT_DATE,DATS
BOM_EXPL_DATE,DATS
AUSVN_BREA,DATS
MOVEOUT,DATS
N_IEAVD_O,DATS
DFAELL,DATS
INSUR_VALID_TILL,DATS
DFAB,DATS
POST_TO,DATS
DATES_FROM,DATS
VO_DATS,DATS
REL_DATE2,DATS
DAT_END,DATS
ABSENCE_TO_01,DATS
OWNER_VALID_FROM,DATS
UTD56,DATS
DATESUITFILED,DATS
TSEND,DATS
G5_LIC3_VALTO,DATS
FEC_CONTR,DATS
DGUELAB,DATS
ZFBDA,DATS
REG_DATUM,DATS
RISK_CLASS_CHGDT,DATS
DATAG_BIS,DATS
PEG_CPUDT,DATS
OIFEEDT,DATS
DUEDATEFROM_SP,DATS
DATUI,DATS
CHECK_BEGDA,DATS
ANN09,DATS
SHPPREV,DATS
UDATE,DATS
FWDAY,DATS
CONSENT_DATE,DATS
TNBEG,DATS
VVDEMWH_OR,DATS
DELE_DATE,DATS
ALIBI,DATS
PLN_CLOSE,DATS
HOCHG_BTR_MAN_DT,DATS
CUKY2NDEXDATE,DATS
ADT09,DATS
M_L_DATE,DATS
PRSBDAT02,DATS
IE_PARTNER_DOB,DATS
OUT_BUDAT,DATS
NOT_VALID_BEFORE,DATS
APPDT41,DATS
MAHND,DATS
REQDATE,DATS
RCDT,DATS
ZDATUM,DATS
APPRAISAL_FROM_DATE,DATS
RPTGEN_EDT_EFFDT,DATS
WWERT,DATS
CEND3,DATS
AB1DGUELAB,DATS
LOAD_DATE,DATS
SESBEGDATE,DATS
D_BEGAUSL,DATS
IE_POSTPN_DATE,DATS
VEFIN,DATS
REM_CAP_CALC_DATE,DATS
DRSALDO,DATS
RMPER,DATS
PERM_OCC_DATE_TO,DATS
CONDVALIDTO07,DATS
HGTSTAMP_DATE,DATS
GUELTIGVON_TOTAL,DATS
NOTICE_LEGAL_DPTMNT_DATE,DATS
LATEST_EVENT_EXPECTED_DATE,DATS
ERSCHDAT,DATS
PJHDATE,DATS
CDAT3,DATS
VENDOR_WAR_DATE,DATS
GWLEN_CALC_OUT,DATS
UNTIL_AR_DAT,DATS
SINCE,DATS
DRMBLLDTFR,DATS
LFDATBISRT,DATS
F_DATUM_FROM,DATS
ENDEZUL,DATS
LATESTPLANNEDAVAILABILITYDATE,DATS
DATE_DRG_DIA,DATS
EVALDATE,DATS
HBLDAT,DATS
VALID_TO_DATS,DATS
DINVTO,DATS
SELDAT_TO,DATS
SKB1_ZINDT,DATS
CTVALIDFROM02,DATS
EN208,DATS
READY_OCC,DATS
PERIOD_FROM02,DATS
X_BPER,DATS
ORLTRMI,DATS
ANF_BUDAT,DATS
ESCHDT,DATS
H_ERSDA,DATS
DKOND_H,DATS
THREE,DATS
ZOLLD_IK,DATS
HUPDDAT,DATS
FIX_DATE_HD,DATS
UNTILDAT,DATS
VALD_FRM,DATS
ACTUAL_BEGDA,DATS
S_RDDAT,DATS
GUELTIG_VON_WE,DATS
DPEROEFF,DATS
VORLAUFDAT,DATS
ERFDATEPRE,DATS
SEDTR,DATS
DSALDV,DATS
AL57,DATS
SBG03,DATS
TASI_VALID_FROM,DATS
OMITTED_DATE,DATS
NACHT_BIS,DATS
PLN_START_DATE,DATS
ENDV3,DATS
H15_PASSP_ISS_DAT,DATS
BOOK60,DATS
CONDVALIDTO_BD04,DATS
T5UTV_ENDDA,DATS
INCOME_TAX_DEDUCTION_DATE,DATS
FCDAT,DATS
DR_CLS_DT_FROM,DATS
RDEND_MC,DATS
PREVNETDT,DATS
SYST_DATE,DATS
DATE_MIGR,DATS
REQ_CREATE_DATE,DATS
SWDATE,DATS
GBDTCREATE,DATS
MANDA,DATS
SCD_BASIC_FINISH_DATE,DATS
NEXTRUNDT,DATS
END_TERM,DATS
VDATEAB,DATS
DATUMV,DATS
V_DATUM,DATS
REFERENCE_DOCUMENT_DATE,DATS
BSDATE,DATS
ABSENCE_FROM,DATS
VALDTD_H,DATS
EVENT3F,DATS
DEPART_DATE,DATS
SRV_SCHED_DATE,DATS
QUOTAEND,DATS
AEDAT_MKPF,DATS
MBDAT_TO,DATS
ITBEG,DATS
OIN_CNTDATE,DATS
LOWER_BOUNDARY_DATE,DATS
DATE_FROM_ORIG,DATS
VALUATION_END_DATE,DATS
N39N_LADING_BILL_DATE,DATS
STRTDT,DATS
T4515,DATS
PDBIS,DATS
SBDAT,DATS
BUDAT_START,DATS
FUDAT,DATS
VAL_FROM_DATE,DATS
RLS_DATE,DATS
END_DATE_AC,DATS
T19B_BEGDA,DATS
ENDDA_REP,DATS
PAYDUE,DATS
ON_SALE_FROM,DATS
CNH_VAL,DATS
ZZEINDT,DATS
INBDA10,DATS
XV3DT,DATS
L_CREATED_ON,DATS
OBEGD,DATS
APD09,DATS
BISDI,DATS
MAHDTK,DATS
N_DATE,DATS
CCTRTTDAT,DATS
FAEDN_HIGH,DATS
H1_DATE2,DATS
CURRDATE,DATS
ORIG_BASIC_LAT_FINISH,DATS
DATE_DELET,DATS
FRN_MINERL_CONF,DATS
DATE_TRAVEL_ACCOUNTING,DATS
CHNGDGUELBIS,DATS
K03_IDDAT_040,DATS
KGDAB,DATS
VRFYDT,DATS
OP1BWIDT,DATS
HLDAY_DATE,DATS
ST2,DATS
PROCESS_EFFECTIVE_DATE,DATS
DELETE_DATE,DATS
DOC_CHANGE_DATE,DATS
FULL_DISBURSEMENT_DATE,DATS
BEGDTSE,DATS
KADLL_SE,DATS
SDATEESL,DATS
N3DV2UVT03,DATS
AEDEB,DATS
DANPASN,DATS
ENDIF,DATS
DATE_HI,DATS
BUDAT_AL,DATS
DTENT,DATS
HDDELDATE,DATS
FORECAST_EAR_START,DATS
OFFCYCLE_DT,DATS
FROM_DATE_TM,DATS
CL_ENTRY_DATE,DATS
PS_STARTDAT,DATS
ENDDA_0071,DATS
NTALLOWEDOWN,DATS
ABSCHLUSS1_ANG,DATS
ASPP_MDIED,DATS
WN_DATE,DATS
LEIND,DATS
SDATE_KG_KG,DATS
CON_BEGDA,DATS
BDPDA,DATS
DAE9C,DATS
DOCUM_ON,DATS
ORIG_FORECAST_SCH_START,DATS
BEG15,DATS
REDU_END_DATE,DATS
BETDA,DATS
SPDBI,DATS
COSNTRUCTION_BEGIN,DATS
D1_LIC2_VALTO,DATS
DOCUMENTDATE_X,DATS
BEGDE_CUT,DATS
J_3GBELDAT,DATS
CREA_DLVDATE,DATS
EXPLOSION_DATE,DATS
SRC_EFFT_DTE,DATS
DLDAT,DATS
CONDVALIDTO_CN01,DATS
DATE_ITEM_FR,DATS
M_CPUDT,DATS
LOAN_EVAL_END,DATS
QUOT_DATE,DATS
LINEBAL_FROM,DATS
UPABS2_ENDDA,DATS
ABWVON,DATS
BESTAET_DAT,DATS
SFTBE,DATS
P_PRODPER,DATS
STATCHGDAT,DATS
DFEST,DATS
ENDDA_REAL,DATS
BALANCENOTIFICATIONDATE,DATS
TMNDTTMN,DATS
WP_PLANED_DATE,DATS
AUEND,DATS
CC_AUTH_DATE,DATS
CALC_BEGIN_DATE,DATS
VRDECLDATE,DATS
UTD23,DATS
DAT_FROM_F,DATS
PSD04,DATS
INBDA08,DATS
ZRBEG,DATS
LEAD_BEGDA,DATS
DBAUFL,DATS
ABSENCE_TO_10,DATS
INV_PER_DAT,DATS
CATCH_D,DATS
NOTIF_DATE,DATS
INARC,DATS
N3BGAKTDA,DATS
ABSENCE_FROM_B01,DATS
VRDT0,DATS
D_VALIDTO,DATS
CR_ON_LOW,DATS
FORMULA_EFFECTIVE_DATE,DATS
PAMENT_DATE,DATS
ETAG_PER,DATS
ELIGI_DATE,DATS
MOVED,DATS
TO_CREATED_DATE,DATS
WARRANTY_OUT,DATS
VALIDFROMDHC,DATS
BUDTM,DATS
PPD_DATBI,DATS
SUB_ECK_START,DATS
RUDAB,DATS
AST_PAST_VALUED_DATE,DATS
OBJECT_DATE,DATS
PREBOOKING_DATE,DATS
SCHED_RELEASE_DATE,DATS
UBE04,DATS
RECNBEG_SP,DATS
OCHGDATE,DATS
SALESQUOTATIONDATE,DATS
EC_END_DATE,DATS
AL6,DATS
EXERCISE_DATE11,DATS
COMREG_DAT,DATS
BEGDAOCD,DATS
SERVICE_PERIOD_END,DATS
ADDAT,DATS
DANZEIGE,DATS
G2_MNDATEDEL,DATS
BLOCK_FROM,DATS
AFABG07,DATS
DH_WECHSEL_DAT,DATS
COMP_DAT,DATS
ISEND,DATS
DFAELL2,DATS
ASDTE,DATS
LAUFD_HI,DATS
VALIDONDATE,DATS
ERDAT_BK_BD,DATS
PTORO,DATS
FIRSTCALCDATE,DATS
EFFECTIVEDATE,DATS
BETWE,DATS
HR_CR_DATE,DATS
ADDIDELID,DATS
IRDOA,DATS
DMATUR_CORR,DATS
LFDAT_MAX,DATS
VAL_DATE_FROM_OLD,DATS
ETA_DATE,DATS
ANLDT,DATS
SEN17,DATS
ORFTRMI,DATS
BEGDA_PA,DATS
DATBI3,DATS
VONPE_BIS,DATS
EXDAT,DATS
PPMMX,DATS
FSDAT,DATS
DBEWI,DATS
SPERZ1V,DATS
AI_END,DATS
UEBUD,DATS
FECBI,DATS
MAXDAT,DATS
ROLBG,DATS
VALQS,DATS
ENDD06,DATS
DATEFR,DATS
UPDATES,DATS
BLDAT_ESSR,DATS
TRAINING_BEGDA,DATS
SYDAT_DR,DATS
DATA_TEMP_USED,DATS
EARL_FIN_FSEDD,DATS
TENDA,DATS
GR_IN_PLANT,DATS
BUS_TRANS_DOC_DATE,DATS
DFIPOSTING,DATS
ABRZEITBIS,DATS
VDATVER,DATS
INSPECTION_STARTS_ON_DATE,DATS
ITED5,DATS
X01MUNFDAT,DATS
REQ_START,DATS
SENDDSTR,DATS
FIS_END,DATS
HIE_DATE_TO,DATS
UNBILLED_PERIOD,DATS
EDUPLOAD,DATS
BKPF_BUDAT,DATS
ZA_DATE_TO_1,DATS
BEGDA_NEU,DATS
ABPERIO,DATS
APPLIN_DT,DATS
KEYDATE_EN,DATS
SPLDAT,DATS
ASSESSDATE,DATS
XACTUAL,DATS
PLN_COMPLETION_OLD,DATS
P0003_ABWD2,DATS
ENDDA_66,DATS
RATE_FIXING_DATE,DATS
MARKET_INTEREST_RATE_DATE,DATS
PERS_CALENDAR_GENERATION_DATE,DATS
PER_END_DAT,DATS
AENDDAT,DATS
UBS16,DATS
SWO_RELEDA,DATS
A_DATE,DATS
UTD49,DATS
ABSENCE_TO_09,DATS
SELDAT_VON,DATS
LDDAT,DATS
PSTRT,DATS
ABSENCE_FROM_01,DATS
FT_DATE,DATS
PGVON,DATS
AP_CON_DT,DATS
APPOINTMENT_DATE,DATS
JP_FROM,DATS
UPLDAT,DATS
ESTDT,DATS
RETURN_VALUE_DATE,DATS
BUDAT_PAY,DATS
SPERZ2B,DATS
DSPERR_AL,DATS
DPODP,DATS
IPABSLFZED,DATS
BEBIS,DATS
SEL_BIS,DATS
WOBLBBUDAT,DATS
APPDT14,DATS
AS4DATE_OVER_EXP,DATS
MOVDT,DATS
NTRECEIPT,DATS
VERENDE,DATS
MED_DATE,DATS
DGABFL,DATS
ASSESSMENT_DUE_DATE,DATS
AUGDT_BSEG,DATS
PEND_DATE,DATS
PSEND,DATS
TO_MONTH,DATS
SORTDAT,DATS
MIG_DATE,DATS
EINTV,DATS
BVO40,DATS
WOBLBISDAT,DATS
JSTART,DATS
N6ASSLPER,DATS
DATUV_O,DATS
TNEND,DATS
ABFDAT,DATS
ENDD2,DATS
REF_CPUDT,DATS
LAST_CHGD_AT_DATE,DATS
ACTIVATED_ON,DATS
CONVERSIONDATE,DATS
LP_BWA_LADAT,DATS
REGDT,DATS
RDATPV,DATS
CREATEDON,DATS
LIEFVON,DATS
VALFR_DADP,DATS
CDCNISVALIDTO,DATS
RSLBD,DATS
ORIG_BASIC_SCH_FINISH,DATS
DATA_INIZIO_PERIODO,DATS
SBG05,DATS
UWDAT,DATS
RIGHT_TO_OFFER,DATS
COUNT_DATE,DATS
SETT_DATE_TO,DATS
BEGST,DATS
CHNG_D,DATS
DSTATEMENT,DATS
DATUM_E,DATS
SPERRDAT,DATS
LASTDAY,DATS
DTPAY,DATS
ENDDATE1,DATS
NEWENDDA,DATS
METSTPDAT,DATS
P_TXDAT,DATS
GRADE_DATE,DATS
TEREDP,DATS
CREATE_DATE,DATS
PRIC_DATE,DATS
FAKBIS,DATS
BELJDEDT,DATS
ARRDATE,DATS
ABSENCE_TO_08,DATS
LEARNER_DATE,DATS
PVDAT11,DATS
END_CREDIT_LIMIT_DATE,DATS
PPMTH,DATS
N3DV2VNE02,DATS
NOTICE_DATE,DATS
RELATION_VALID_TO,DATS
STAT_CH_DATE,DATS
AVON0,DATS
FBEG3,DATS
LTRMN_DEAD,DATS
LSDAT,DATS
CL_POSTDTE,DATS
STEDT,DATS
TTEND,DATS
SETTL_FROM,DATS
P_IDATE,DATS
SCHD_ST_DATE,DATS
BEGIN_PAYM,DATS
RETENTION_DATE,DATS
FRN_RED_RECV,DATS
MON0B,DATS
LATESUPPLYEARLIESTDEMANDDATE,DATS
PPMDE,DATS
BEGDA_OZ,DATS
DISPDATEACC,DATS
VALIDTORO,DATS
DDT20,DATS
KODLL_SK,DATS
SLDEN,DATS
AENDDATUM,DATS
SDLLSTRTDT,DATS
N060_4_DATE,DATS
TYPE_DATE_FROM,DATS
ABDTZ,DATS
END68,DATS
ISHBEGDT,DATS
SUBSEQ_RATESTART,DATS
COND_VALID_FROM,DATS
BUDAT_MKPF,DATS
WADAT_LK,DATS
PVLTO,DATS
COMPARE_OBJECT_DATE,DATS
EFFECTIVE_DT,DATS
DEF_ENDDA,DATS
BEGV4,DATS
T503B_ENDDA,DATS
UBS09,DATS
AFABG14,DATS
NEWBI,DATS
ADT01,DATS
DORIG,DATS
BUDAT_HI,DATS
TRIALDATE,DATS
BL1DA,DATS
SUC_FSAVD,DATS
ES_VERSION_DATE,DATS
CMSTKEYDAT,DATS
EAZEND1,DATS
UPABS2_BEGDA,DATS
DATE_YEAR_FROM,DATS
J_3GANDAT,DATS
LEBEN,DATS
PERIOD_END_CORRESPONDENCE_CREA,DATS
EN204,DATS
DEXP_DATE_INS,DATS
KDATBI,DATS
STACK_CDAT_TO,DATS
DSER_BESCH,DATS
SEARCH_DAT,DATS
C_NPSH_UPDT_DT,DATS
AGDAT,DATS
SEND_DAT,DATS
WLRDTBEW,DATS
DFREITL,DATS
LFDKD,DATS
DATE_FININV,DATS
ATDTB_07,DATS
MBDAT_FROM,DATS
ADT14,DATS
LFDATABLI,DATS
TECO_REF_DATE,DATS
DATBEFRIST_ERB,DATS
PLANNED_BILLING_DATE,DATS
AANDATE,DATS
OBBDT,DATS
JONID,DATS
DATEVALUE,DATS
FUND_FRM,DATS
XV1DT,DATS
TEMPL_MENU_CHDAT,DATS
VDT23,DATS
DHRGN,DATS
SROKPL,DATS
PREND_PL,DATS
UPDAT_B,DATS
EFF_DATE_FROM,DATS
SUBRD,DATS
EORT_DATE,DATS
CTR_START_DT,DATS
PRE3_SSEDD,DATS
TDDATE,DATS
DURATION_END,DATS
TSTPDAT,DATS
GLTVON,DATS
IPDEATHDATE,DATS
CLEARDATE_NEW,DATS
CHECKPOINT_TIMED,DATS
RELEASEDATE_PUR,DATS
M_MADAT,DATS
PRUEFDATUV,DATS
SAFBG07,DATS
DBEREIT,DATS
DAT_AANV_TV,DATS
PEORDERDATE,DATS
PSTARTDATE,DATS
/BEV1/TSLIEBS_N,DATS
AUDAT_VAUF,DATS
AOUDE1,DATS
INTEREST_CALC_START_TERM,DATS
VALIDITY_OLD,DATS
DENDD,DATS
START_DT,DATS
CREATION_TIME_D,DATS
CONDVALIDFROM04,DATS
E0295,DATS
AC_EX_DATE15,DATS
SELECTED_DATE_NEW_PAYMENT_PLAN,DATS
ISDAT,DATS
P2107,DATS
ORIG_FORECAST_START,DATS
LTRMI_AP,DATS
TPSTFR,DATS
UTD31,DATS
DBBT_EABEG,DATS
CALLB_DATE,DATS
E_TERM_NEU,DATS
DEVED,DATS
OIU_EXEC_DT,DATS
PAYD4,DATS
STODAT,DATS
LBDTV,DATS
BUSI_END_CTR,DATS
DEDRAW,DATS
VALID_FROM_DATE,DATS
SRRPPTO,DATS
ADMUPDDAT,DATS
DISCOUNT_DATE,DATS
FLIGHT_DATE_ARR,DATS
B_ANDAT,DATS
PLN_DT_DLV,DATS
RESDT3,DATS
ZAEDAT,DATS
INVOICE_CREATED_AT_DATE,DATS
EXACT,DATS
FCH_VENCIM,DATS
DAT26,DATS
DFPOSPO,DATS
SAVE_DATUM,DATS
BVDAT,DATS
ENDDA_BENEFIT,DATS
KEY_DATE_AMORT,DATS
VKBIA,DATS
LREPLDATE,DATS
DBFRV_HS,DATS
J_1AVALIDFROM,DATS
RWDA2,DATS
ISSUEDT,DATS
PICKING_DATE_LOW,DATS
APP_ADATE_END,DATS
AVERAGE,DATS
PRICE_DATE_SD,DATS
GHO_MEAS_DATE,DATS
ERGBIS,DATS
BILL_CHK_DATE,DATS
IERDAT,DATS
VALIDFROMAO,DATS
BIRTHDAY,DATS
DATPROC,DATS
START_DATUM,DATS
DATE_CREATED_TO,DATS
VALUTA_1,DATS
DMELD05V,DATS
MELDEZEITR_ENDDA,DATS
LEAVED,DATS
N3DV2BEH06,DATS
M_BZDAT,DATS
PAY_DAT,DATS
EXCEPT_VALID_TO,DATS
DATIB,DATS
LOAD_FROM,DATS
DUPDATKCHR,DATS
SUPPLYMRPELEMENTAVAILORRQMTDAT,DATS
FIEDN,DATS
SUB_PERIOD_FROM,DATS
INTANPDAT,DATS
MVKE_VMSTD,DATS
SDNEN,DATS
GWLDT1VLC,DATS
MIGDATE,DATS
ADMISSION_DT,DATS
ESCDAT,DATS
APPDT36,DATS
PREVIOUSRECNEND1ST,DATS
PLANEDCURRENCYCODATE,DATS
DDATE,DATS
CAT_DATE,DATS
ABWBEG,DATS
DT_BIS,DATS
C_RB_TRC_DT,DATS
KIFBBEG1,DATS
DA2,DATS
QCI_DEF_DATE,DATS
PARTW,DATS
DATAB_KOART,DATS
LAST_GFULL_XDATE,DATS
BILLINGFROM,DATS
DATAV,DATS
RPDAP,DATS
VALIDFROMOLD,DATS
DGULTAB_09OB2,DATS
FAEVON,DATS
SAFBG03,DATS
ENDIN,DATS
CPISD,DATS
PP_VALFROM,DATS
EXCCNTRY_VAL_TO,DATS
DATETFNPROVIDED,DATS
CREATEDATETO,DATS
DDRUCK,DATS
ILLNESS_DATE,DATS
SB_DATE,DATS
PAYMENT_DATE,DATS
ERLDATWERB,DATS
PRE_TAX_DATE,DATS
REMEM,DATS
ACTDATU,DATS
SDATE,DATS
ARC_DATE,DATS
CREDIT_HORIZON,DATS
ADV_BEGDA,DATS
C_RDT_EFF_TO_DT,DATS
BDBRS,DATS
FDATUM,DATS
CTDATE2,DATS
